title,location,company,salary
Senior Software Engineer,"Los Angeles, CA 90025",Conversion Logic,
Senior Android Engineer - Tinder Trust,"Los Angeles, CA",Tinder,
Senior iOS Engineer - Tinder Trust,"Los Angeles, CA",Tinder,
CAD Configuration Systems Engineer/Administrator,"Pasadena, CA","TMT International Observatory, LLC",
"Executive Director of Development, Cancer","Los Angeles, CA",Cedars-Sinai Medical Center,
Systems Engineer IV w/ Active TS/SCI #2437,"Pasadena, CA 91109",CMT Services Inc,
Senior iOS Engineer - Tinder Trust,"Los Angeles, CA",Tinder,
Publisher Account Manager,"Los Angeles, CA",Freestar,
Senior DevOps Engineer,"Santa Monica, CA 90401",PlayQ,
Account Manager,"Los Angeles, CA 90023",Bodycote,
"Executive Director of Development, Cancer","Los Angeles, CA",Cedars-Sinai Medical Center,
Foreman,"Vernon, CA 90058",Bodycote,
Sr. Electrical Engineer - Help the Blind See!,"Sylmar, CA",SECOND SIGHT MEDICAL PRODUCTS,
Production Control,"Santa Fe Springs, CA 90670",Bodycote,
Clinical Market Development Manager,"Los Angeles, CA",BioDiscovery Inc,
Furnace Operator,"Westminster, CA 92683",Bodycote,
Furnace Operator,"Westminster, CA 92683",Bodycote,
CAD Configuration Systems Engineer/Administrator,"Pasadena, CA","TMT International Observatory, LLC",
Senior Backend Engineer - Trust & Safety,"Los Angeles, CA",Tinder,
Systems Engineer IV w/ Active TS/SCI #2437,"Pasadena, CA 91109",CMT Services Inc,
Clinical Market Development Manager,"Los Angeles, CA",BioDiscovery Inc,
Hadoop Administrator,"El Segundo, CA","Nexus BI, LLC.",
Senior iOS Engineer - Tinder Trust,"Los Angeles, CA",Tinder,
"Executive Director of Development, Cancer","Los Angeles, CA",Cedars-Sinai Medical Center,
Senior Hadoop Administrator,"Los Angeles, CA",PiORION Solutions Inc,
Senior DevOps Engineer,"Santa Monica, CA 90401",PlayQ,
Senior DevOps Engineer,"Santa Monica, CA 90401",PlayQ,
Senior Backend Engineer - Trust & Safety,"Los Angeles, CA",Tinder,
"Java Software Engineer, Bioinformatics","El Segundo, CA 90245",BioDiscovery Inc,
"Splunk Engineer/Architect-Los Angeles, CA","Los Angeles, CA",iSenpai,
Senior Software Engineer,"Los Angeles, CA 90025",Conversion Logic,
Senior Android Engineer - Tinder Trust,"Los Angeles, CA",Tinder,
Senior iOS Engineer - Tinder Trust,"Los Angeles, CA",Tinder,
CAD Configuration Systems Engineer/Administrator,"Pasadena, CA","TMT International Observatory, LLC",
"Executive Director of Development, Cancer","Los Angeles, CA",Cedars-Sinai Medical Center,
Systems Engineer IV w/ Active TS/SCI #2437,"Pasadena, CA 91109",CMT Services Inc,
Senior DevOps Engineer,"Santa Monica, CA 90401",PlayQ,
Senior Backend Engineer - Trust & Safety,"Los Angeles, CA",Tinder,
"Java Software Engineer, Bioinformatics","El Segundo, CA 90245",BioDiscovery Inc,
"Splunk Engineer/Architect-Los Angeles, CA","Los Angeles, CA",iSenpai,
Senior Software Engineer,"Los Angeles, CA 90025",Conversion Logic,
Senior Android Engineer - Tinder Trust,"Los Angeles, CA",Tinder,
Senior iOS Engineer - Tinder Trust,"Los Angeles, CA",Tinder,
CAD Configuration Systems Engineer/Administrator,"Pasadena, CA","TMT International Observatory, LLC",
"Executive Director of Development, Cancer","Los Angeles, CA",Cedars-Sinai Medical Center,
Systems Engineer IV w/ Active TS/SCI #2437,"Pasadena, CA 91109",CMT Services Inc,
"Splunk Engineer/Architect-Los Angeles, CA","Los Angeles, CA",iSenpai,
Foreman,"Vernon, CA 90058",Bodycote,
Senior Android Engineer - Tinder Trust,"Los Angeles, CA",Tinder,
Senior iOS Engineer - Tinder Trust,"Los Angeles, CA",Tinder,
SEO Manager – Performance Brands & Partners,"Los Angeles, CA",Leaf Group,
"Executive Director of Development, Cancer","Los Angeles, CA",Cedars-Sinai Medical Center,
Clinical Market Development Manager,"Los Angeles, CA",BioDiscovery Inc,
Systems Engineer IV w/ Active TS/SCI #2437,"Pasadena, CA 91109",CMT Services Inc,
Furnace Operator,"Westminster, CA 92683",Bodycote,
Sr. Electrical Engineer - Help the Blind See!,"Sylmar, CA",SECOND SIGHT MEDICAL PRODUCTS,
"Splunk Engineer/Architect-Los Angeles, CA","Los Angeles, CA",iSenpai,
Foreman,"Vernon, CA 90058",Bodycote,
Senior Android Engineer - Tinder Trust,"Los Angeles, CA",Tinder,
Senior iOS Engineer - Tinder Trust,"Los Angeles, CA",Tinder,
SEO Manager – Performance Brands & Partners,"Los Angeles, CA",Leaf Group,
"Executive Director of Development, Cancer","Los Angeles, CA",Cedars-Sinai Medical Center,
Clinical Market Development Manager,"Los Angeles, CA",BioDiscovery Inc,
Systems Engineer IV w/ Active TS/SCI #2437,"Pasadena, CA 91109",CMT Services Inc,
Furnace Operator,"Westminster, CA 92683",Bodycote,
Sr. Electrical Engineer - Help the Blind See!,"Sylmar, CA",SECOND SIGHT MEDICAL PRODUCTS,
"Splunk Engineer/Architect-Los Angeles, CA","Los Angeles, CA",iSenpai,
Foreman,"Vernon, CA 90058",Bodycote,
Senior Android Engineer - Tinder Trust,"Los Angeles, CA",Tinder,
Senior iOS Engineer - Tinder Trust,"Los Angeles, CA",Tinder,
SEO Manager – Performance Brands & Partners,"Los Angeles, CA",Leaf Group,
"Executive Director of Development, Cancer","Los Angeles, CA",Cedars-Sinai Medical Center,
Clinical Market Development Manager,"Los Angeles, CA",BioDiscovery Inc,
Systems Engineer IV w/ Active TS/SCI #2437,"Pasadena, CA 91109",CMT Services Inc,
Furnace Operator,"Westminster, CA 92683",Bodycote,
Sr. Electrical Engineer - Help the Blind See!,"Sylmar, CA",SECOND SIGHT MEDICAL PRODUCTS,
"Splunk Engineer/Architect-Los Angeles, CA","Los Angeles, CA",iSenpai,
Foreman,"Vernon, CA 90058",Bodycote,
Senior Android Engineer - Tinder Trust,"Los Angeles, CA",Tinder,
Senior iOS Engineer - Tinder Trust,"Los Angeles, CA",Tinder,
SEO Manager – Performance Brands & Partners,"Los Angeles, CA",Leaf Group,
"Executive Director of Development, Cancer","Los Angeles, CA",Cedars-Sinai Medical Center,
Clinical Market Development Manager,"Los Angeles, CA",BioDiscovery Inc,
Systems Engineer IV w/ Active TS/SCI #2437,"Pasadena, CA 91109",CMT Services Inc,
Furnace Operator,"Westminster, CA 92683",Bodycote,
Sr. Electrical Engineer - Help the Blind See!,"Sylmar, CA",SECOND SIGHT MEDICAL PRODUCTS,
Furnace Operator,"Westminster, CA 92683",Bodycote,
CAD Configuration Systems Engineer/Administrator,"Pasadena, CA","TMT International Observatory, LLC",
Senior Backend Engineer - Trust & Safety,"Los Angeles, CA",Tinder,
Systems Engineer IV w/ Active TS/SCI #2437,"Pasadena, CA 91109",CMT Services Inc,
Clinical Market Development Manager,"Los Angeles, CA",BioDiscovery Inc,
Hadoop Administrator,"El Segundo, CA","Nexus BI, LLC.",
Senior iOS Engineer - Tinder Trust,"Los Angeles, CA",Tinder,
"Executive Director of Development, Cancer","Los Angeles, CA",Cedars-Sinai Medical Center,
Senior Hadoop Administrator,"Los Angeles, CA",PiORION Solutions Inc,
Senior DevOps Engineer,"Santa Monica, CA 90401",PlayQ,
Data Science / Machine Learning Engineer,"Portland, OR 97240 (Hosford area)",Providence Health & Services,
Data Science Software Engineer,"Beaverton, OR 97006 (Triple Creek area)",NIKE INC,
Data Science Internships,"Portland, OR",Cambia Health,
Drug Discovery Data Entry Associate,"Portland, OR",Schrödinger,
"Intern, Data Analysis and Visualization Design","Portland, OR",Autodesk,
Junior Quantitative Analyst,"Beaverton, OR 97005 (Central Beaverton area)",Aspen Capital,
Deductions Research Analyst,"Beaverton, OR 97006 (Triple Creek area)",Columbia Sportswear,
Senior Data Scientist,"Portland, OR",NIKE INC,
Security and Machine Learning Intern,"Hillsboro, OR 97124",Intel,
Research Database Design & Support Analyst,"Portland, OR",Oregon Health & Science University,
Research Analyst,"Portland, OR 97201 (Homestead area)",Cushman & Wakefield,
"Product Manager, Data Science","Portland, OR 97204 (Downtown area)",NIKE INC,
Data Scientist,"Portland, OR",comScore,
Research Remediation Analyst 1,"Beaverton, OR",Wells Fargo,
"Sr. Data Scientist, Personalization - SRC0326SRDS","Portland, OR 97204 (Downtown area)",NIKE INC,
Principal Data Scientist,"Portland, OR 97204 (Downtown area)",NIKE INC,
Healthcare Payer Data Scientist Consultant,"Portland, OR",Accenture,
Traditional Markets Research Analyst,"Portland, OR",BMO Financial Group,
"Sr Data Scientist, Membership Experience","Beaverton, OR 97006 (Triple Creek area)",NIKE INC,
User Experience (UX) Design Intern,"Portland, OR 97201 (Homestead area)",CDK Global,
Software Development Engineering Intern,"Hillsboro, OR",McAfee,
Temporary Field Technician - NEON Project - D16 - Washington,"Vancouver, WA 98683 (Bella Vista area)",Battelle,
Entry-Level Geologist / Environmental Scientist,"Portland, OR",Wood,
"2019 Summer Intern, Software Engineering","Portland, OR",Ampere Computing,
Healthcare Payer Data Scientist Consultant,"Portland, OR",Accenture,
Data Science Internships,"Portland, OR",Cambia Health,
"Sr Data Scientist, Membership Experience","Beaverton, OR 97006 (Triple Creek area)",NIKE INC,
Junior Energy Efficiency Engineer (Research Analyst),"Portland, OR 97205 (Northwest area)","The Cadmus Group, Inc.",
Quantitative Analyst - Portfolio Analytics,"Beaverton, OR 97005 (Central Beaverton area)",Aspen Capital,
Research Analyst I,"Milwaukie, OR",Moses Lake Industries,
"Junior Environmental Scientist, Engineer or Geologist","Portland, OR 97201 (Homestead area)",Arcadis,
Managing Scientist,"Portland, OR",Anchor Env,
Research Analyst I,"Milwaukie, OR",Moses Lake Industries,
Research Remediation Analyst 1,"Beaverton, OR",Wells Fargo,
Junior Energy Efficiency Engineer (Research Analyst),"Portland, OR 97205 (Northwest area)","The Cadmus Group, Inc.",
"2019 Intern, CPU Design Verification: Summer or Fall","Portland, OR",Ampere Computing,
AVP Media Strategy,"Portland, OR",Ansira,
Medical Laboratory Scientist,"Portland, OR",Oregon Health & Science University,$29.09 - $39.95 an hour
Export Compliance Officer,"Portland, OR",Autodesk,
Cryo-EM Microscopist & Biochemist,"Portland, OR",Pacific Northwest National Laboratory,
AVP Media Strategy,"Portland, OR",Ansira,
Hardware Engineer (Entry-Level),"Portland, OR",Ampere Computing,
Assembler I,"Hillsboro, OR 97124",Thermo Fisher Scientific,$15.25 an hour
Quantitative Analyst - Portfolio Analytics,"Beaverton, OR 97005 (Central Beaverton area)",Aspen Capital,
Business Analyst - Utilities,"Portland, OR",Cognizant,
Managing Scientist,"Portland, OR",Anchor Env,
Cryo-EM Microscopist & Biochemist,"Portland, OR",Pacific Northwest National Laboratory,
Software Engineer Intern - Portland,"Portland, OR 97201 (Homestead area)",CDK Global,
Medical Laboratory Scientist,"Portland, OR",Oregon Health & Science University,$29.09 - $39.95 an hour
Research Database Design & Support Analyst,"Portland, OR",Oregon Health & Science University,
User Experience (UX) Design Intern,"Portland, OR 97201 (Homestead area)",CDK Global,
Program Manager (Software),"Portland, OR",Ampere Computing,
Client Tech Support III - Internet Protocol Telephony,"Portland, OR 97201 (Homestead area)",CDK Global,
Statistical Programmer,"Lake Oswego, OR",BIOTRONIK SE & Co. KG,
Statistical Programmer,"Lake Oswego, OR 97035",BIOTRONIK,
Environmental Scientist Intern,"Portland, OR 97201 (Homestead area)",Arcadis,
Full-Stack Software Engineer III for Data Analytics,"Portland, OR 97201 (Homestead area)",CDK Global,
Population Health Strategies Program Manager (Public Health),"Oregon City, OR",Clackamas County,
Pesticide Program Specialist,"Portland, OR 97232 (Kerns area)",Xerces Society Inc,"$42,000 - $44,000 a year"
Assay Researcher (Sr. Research Assistant),"Portland, OR",Oregon Health & Science University,"$35,034 - $54,068 a year"
"Supervisor, Development","Portland, OR 97201 (Homestead area)",CDK Global,
Environmental Engineer or Scientist – Sediment Remediation,"Portland, OR",Jacobs,
Statistical Programmer,"Lake Oswego, OR 97035",BIOTRONIK,
Biostatistician I (Research Associate),"Portland, OR",Oregon Health & Science University,"$60,000 - $75,000 a year"
Senior Director of Global Digital Loss Prevention & Fraud,"Beaverton, OR 97006 (Triple Creek area)",NIKE INC,
Program Manager (Software),"Portland, OR",Ampere Computing,
Client Tech Support III - Internet Protocol Telephony,"Portland, OR 97201 (Homestead area)",CDK Global,
Client Technical Analyst I- Network,"Portland, OR 97201 (Homestead area)",CDK Global,
Architect,"Portland, OR 97201 (Homestead area)",CDK Global,"$125,000 - $189,000 a year (Indeed est.)"
Technical Leader - Due Diligence,"Portland, OR 97240 (Hosford area)",Stantec,
"Sr. Director, Data & Analytics, Global Operations & Logistic...","Beaverton, OR 97006 (Triple Creek area)",NIKE INC,
Postdoctoral Researcher,"Portland, OR",Oregon Health & Science University,"$63,000 - $85,000 a year (Indeed est.)"
Data Science Software Engineer,"Beaverton, OR 97006 (Triple Creek area)",NIKE INC,"$112,000 - $166,000 a year (Indeed est.)"
Research Database Design & Support Analyst,"Portland, OR",Oregon Health & Science University,
Node Services Engineer,"Portland, OR 97204 (Downtown area)",Walmart Stores,
"Mgr., Development","Portland, OR 97201 (Homestead area)",CDK Global,
Software Engineer I,"Portland, OR 97201 (Homestead area)",CDK Global,"$78,000 - $117,000 a year (Indeed est.)"
Population Health Strategies Program Manager (Public Health),"Oregon City, OR",Clackamas County,
Psychometrics Manager,"Portland, OR",NWEA,
Software Development Engineering Intern,"Hillsboro, OR",McAfee,
CRM Installation Trainer,"Portland, OR 97201 (Homestead area)",CDK Global,
Architect,"Portland, OR 97201 (Homestead area)",CDK Global,
Research Software Engineer,"Portland, OR",Oregon Health & Science University,$63 an hour
Project Accountant 1,"Portland, OR 97204 (Downtown area)",HDR,
Psychometrics Manager,"Portland, OR",NWEA,
Lead Temporary Field Technician - NEON Project - D16 - Washi...,"Vancouver, WA 98683 (Bella Vista area)",Battelle,
Senior IT Auditor,"Portland, OR",Autodesk,
Machine Learning Solution Architect,"Portland, OR",Accenture,
"Digital Marketing Consultant III - Automotive - Portland, OR","Portland, OR",CDK Global,
Full-time Lead Field Technician - NEON Program - D16 - Washi...,"Vancouver, WA 98683 (Bella Vista area)",Battelle,
"Digital Marketing Consultant III - Automotive - Portland, OR","Portland, OR",CDK Global,
Lead Temporary Field Technician - NEON Project - D16 - Washi...,"Vancouver, WA 98683 (Bella Vista area)",Battelle,
"Developer Advocate, Senior","Portland, OR",Ampere Computing,
Front End Engineer III (React),"Portland, OR 97201 (Homestead area)",CDK Global,
QA Automation Engineer III - Portland,"Portland, OR 97201 (Homestead area)",CDK Global,
Thin Films Module Engineer,"Hillsboro, OR 97124",Intel,
Senior IT Auditor,"Portland, OR",Autodesk,
AY 19- 20 Environmental Science & Management Adjunct Faculty...,"Portland, OR 97201 (Homestead area)",Portland State University,
Senior Finance Business Partner,"Portland, OR",Autodesk,
Technology Program Manager,"Portland, OR 97201 (Homestead area)",CDK Global,
Post Doctoral Scholar,"Portland, OR",Oregon Health & Science University,
Full-Stack Software Engineer III for Data Analytics,"Portland, OR 97201 (Homestead area)",CDK Global,
Senior Financial Analyst,"Portland, OR",Autodesk,
Software Engineer II (Java),"Portland, OR 97201 (Homestead area)",CDK Global,
PostgresSQL Software Engineer IV,"Portland, OR 97201 (Homestead area)",CDK Global,
Lead Algorithm Engineer,"Portland, OR 97204 (Downtown area)",NIKE INC,
"SoC Verification, Staff Engineer","Portland, OR",Ampere Computing,
Assay Researcher (Sr. Research Assistant),"Portland, OR",Oregon Health & Science University,"$35,034 - $54,068 a year"
Scientist (Project Facilitator),"Portland, OR",Oregon Health & Science University,
"Senior Financial Analyst, Autodesk Construction Solutions","Portland, OR",Autodesk,
"Software Engineer, Distinguished level","Portland, OR",Ampere Computing,"$90,000 - $135,000 a year (Indeed est.)"
Staff or Principal Mixed Signal Design Eng.,"Vancouver, WA",Compound Photonics US Corporation,
Research RN,"Portland, OR",Oregon Health & Science University,"$75,000 - $90,000 a year"
Product Manager IV,"Portland, OR 97201 (Homestead area)",CDK Global,
Senior Manager Research Analyst (Alternatives) (23197),"Portland, OR 97204 (Downtown area)",RVK,
"Technical Recruiter, Senior (Contract)","Portland, OR",Ampere Computing,
Performance Testing Automation Engineer,"Hillsboro, OR",NVIDIA,"$91,000 - $135,000 a year (Indeed est.)"
Site Reliability Engineer (SRE) - Portland,"Portland, OR",Reed Business Information,
Research Software Engineer,"Portland, OR",Oregon Health & Science University,$63 an hour
Machine Learning Solution Architect,"Portland, OR",Accenture,"$128,000 - $181,000 a year (Indeed est.)"
Model Governance Manager (Portland),"Portland, OR 97258 (Downtown area)",Umpqua Bank,
Senior Research Software Engineer,"Portland, OR",Oregon Health & Science University,
"Senior Product Manager - Cirium - Portland, Reston or Dallas","Portland, OR",Reed Business Information,
"Emulation, Principal Engineer","Portland, OR",Ampere Computing,
Senior Software Engineer,"Portland, OR 97204 (Downtown area)",Walmart Stores,
Site Reliability Engineer (SRE) - Portland,"Portland, OR",Reed Business Information,
Sr. Engineer Parallel Programming,"Hillsboro, OR 97124",Intel,
Post Doctoral Scholar,"Portland, OR",Oregon Health & Science University,
Accounting Manager,"Portland, OR",Oregon Health & Science University,
Lead Machine Learning & Advanced Analytics Engineer,"Beaverton, OR 97006 (Triple Creek area)",NIKE INC,
"Test / Characterization Engineer, Senior Staff","Portland, OR",Ampere Computing,
"Lead Data Engineer – Demand Sensing, Enterprise Data & Analy...","Beaverton, OR 97006 (Triple Creek area)",NIKE INC,
Senior Software Engineer,"Portland, OR",comScore,"$98,000 - $131,000 a year (Indeed est.)"
"IC Package Design Engineer, Principal Engineer","Portland, OR",Ampere Computing,
Sr. Engineer Parallel Programming,"Hillsboro, OR 97124",Intel,"$116,000 - $162,000 a year (Indeed est.)"
Lead Machine Learning & Advanced Analytics Engineer,"Beaverton, OR 97006 (Triple Creek area)",NIKE INC,
Senior Software Engineer IV - Fortellis Platform (Portland),"Portland, OR 97201 (Homestead area)",CDK Global,"$102,000 - $138,000 a year (Indeed est.)"
Lead R&D Engineer (Mechanical Engineer),"Vancouver, WA","Kyocera International, Inc.",
"Hardware Engineer, Senior Staff","Portland, OR",Ampere Computing,
"RN, Medicine, FT, Nights","Portland, OR",Oregon Health & Science University,$31 - $43 an hour (Indeed est.)
Software Engineer (Sr Cloud Engineer) 1,"Portland, OR 97201 (Homestead area)",CDK Global,
"CAD Engineer, Senior Staff to Principal","Portland, OR",Ampere Computing,
Accounting Manager,"Portland, OR",Oregon Health & Science University,
"Hardware Engineer, Senior Staff","Portland, OR",Ampere Computing,
Lead R&D Engineer (Mechanical Engineer),"Vancouver, WA","Kyocera International, Inc.",
Tax Manager (create a Tax Department for a well-funded pre-I...,"Portland, OR",Ampere Computing,
"RN, Medicine, FT, Nights","Portland, OR",Oregon Health & Science University,
Site Reliability Engineer (SRE) - Portland,"Portland, OR",Reed Business Information,
"RN, Epilepsy Monitoring Unit and Clinical Translational Rese...","Portland, OR",Oregon Health & Science University,
"CPU Logic Design, Sr Staff Engineer","Portland, OR",Ampere Computing,
Data Analyst/Data Scientist,"Portland, OR 97202 (Reed area)",Cascade Data Labs,
"CPU Logic Design, Sr Staff Engineer","Portland, OR",Ampere Computing,
"RN, Division of Pulmonary & Critical Care Medicine - Section...","Portland, OR",Oregon Health & Science University,
Research Analyst,"Portland, OR 97202 (Reed area)",Dunthorpe Marketing Group,$12 an hour
"Resource RN, Medicine, Resource, Nights","Portland, OR",Oregon Health & Science University,
Data Scientist,"Lake Oswego, OR 97035",Vesta Corporation,
Junior Research Analyst,"Portland, OR",Smith + Crown,
Research Assistant,"Lake Oswego, OR 97035",AYUMETRIX LLC,
Data Analyst - Fraud Detection,"Lake Oswego, OR",Vesta Corporation,
Associate Market Research Analyst,"Portland, OR 97233 (Centennial area)",Cascade Insights,"$45,000 - $50,000 a year"
Compliance Analyst,"Vancouver, WA 98661 (Bagley Downs area)",DiscoverOrg,
Junior Research Analyst,"Portland, OR",Smith + Crown,
Lead Data Scientist,"Portland, OR",Cyient,
Salt & Straw Director of E-Commerce - Portland,"Portland, OR",Salt & Straw,
Research Assistant,"Lake Oswego, OR 97035",AYUMETRIX LLC,
Breeding Project Coordinator,"Portland, OR 97214 (Buckman area)",Phylos Bioscience,
Environmental Scientist,"Vancouver, WA",DJ&A,
Patent Analyst,"Portland, OR 97214 (Buckman area)",Phylos Bioscience,
Associate Data Science Director,"Portland, OR 97232 (Kerns area)",Swift,
Market Research Analyst,"Portland, OR 97214 (Buckman area)",Phylos Bioscience,
"Data Science Technical Lead - Portland, OR","Portland, OR",Vacasa,"$109,000 - $161,000 a year (Indeed est.)"
CS Data Integration Engineer,"Portland, OR",Airbnb,"$104,000 - $152,000 a year (Indeed est.)"
LC-MS Specialist,"Lake Oswego, OR 97035",AYUMETRIX LLC,
Patent Analyst,"Portland, OR 97214 (Buckman area)",Phylos Bioscience,
Advanced Analytics Consulting Manager (Marketing Data Scienc...,"Portland, OR",Lenati,"$103,000 - $152,000 a year (Indeed est.)"
Digital Marketing Manager,"Portland, OR","Fairway America, LLC",
Manufacturing Operator,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Software Engineer,"Portland, OR 97201 (Homestead area)",Resource Systems Group Inc.,"$76,000 - $114,000 a year (Indeed est.)"
"Senior Software Engineer, Big Data","Portland, OR 97209 (Pearl District area)",SurveyMonkey,"$101,000 - $135,000 a year (Indeed est.)"
Product Manager,"Portland, OR",GridWorks,
"Senior Software Engineer, Big Data","Portland, OR 97209 (Pearl District area)",SurveyMonkey,
Software Engineer (Java),"Portland, OR",i.t.motives,
Digital Marketing Manager,"Portland, OR","Fairway America, LLC",
Software Development Manager,"Portland, OR",i.t.motives,
QA Automation Engineer,"Portland, OR",i.t.motives,
Front End Engineer (React),"Portland, OR",i.t.motives,
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
"Splunk Engineer/Architect-Portland, OR","Portland, OR 97201 (Homestead area)",iSenpai,
Manufacturing Operator,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Custom Analog IC and CMOS Image Sensor Characterization Engi...,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
"Splunk Engineer/Architect-Portland, OR","Portland, OR 97201 (Homestead area)",iSenpai,
Electro-optical Systems Enginee,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,
Custom Analog IC and CMOS Image Sensor Characterization Engi...,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
"Splunk Engineer/Architect-Portland, OR","Portland, OR 97201 (Homestead area)",iSenpai,
Electro-optical Systems Enginee,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,
Custom Analog IC and CMOS Image Sensor Characterization Engi...,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Quality Assistant - Camas,"Camas, WA 98607",Bodycote,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
DevOps Engineer (AWS),"Portland, OR",i.t.motives,
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Operations Manager,"Camas, WA 98607",Bodycote,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Quality Assistant - Camas,"Camas, WA 98607",Bodycote,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,"$95,000 - $127,000 a year (Indeed est.)"
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
DevOps Engineer (AWS),"Portland, OR",i.t.motives,"$97,000 - $133,000 a year (Indeed est.)"
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Operations Manager,"Camas, WA 98607",Bodycote,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,"$87,000 - $129,000 a year (Indeed est.)"
Senior Front End Engineer (React),"Portland, OR",i.t.motives,"$83,000 - $122,000 a year (Indeed est.)"
Operations Manager - Portland,"Portland, OR",Lyft,
Quality Assistant - Camas,"Camas, WA 98607",Bodycote,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,"$95,000 - $127,000 a year (Indeed est.)"
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
DevOps Engineer (AWS),"Portland, OR",i.t.motives,"$97,000 - $133,000 a year (Indeed est.)"
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Operations Manager,"Camas, WA 98607",Bodycote,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,"$87,000 - $129,000 a year (Indeed est.)"
Senior Front End Engineer (React),"Portland, OR",i.t.motives,"$83,000 - $122,000 a year (Indeed est.)"
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
"Splunk Engineer/Architect-Portland, OR","Portland, OR 97201 (Homestead area)",iSenpai,
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
Custom Analog IC and CMOS Image Sensor Characterization Engi...,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
"Splunk Engineer/Architect-Portland, OR","Portland, OR 97201 (Homestead area)",iSenpai,
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
Custom Analog IC and CMOS Image Sensor Characterization Engi...,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
"Splunk Engineer/Architect-Portland, OR","Portland, OR 97201 (Homestead area)",iSenpai,
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
Custom Analog IC and CMOS Image Sensor Characterization Engi...,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
